J       CT       CP       eta
0.138   0.0849   0.0428   0.274
0.176   0.0796   0.0422   0.331
0.209   0.0747   0.0416   0.376
0.245   0.0688   0.0406   0.416
0.289   0.0616   0.0393   0.452
0.323   0.0556   0.0382   0.470
0.358   0.0493   0.0370   0.477
0.399   0.0411   0.0353   0.464
0.432   0.0343   0.0339   0.437
0.475   0.0244   0.0317   0.366
0.508   0.0162   0.0297   0.278
0.544   0.0070   0.0274   0.138
0.581   -0.0031   0.0246   -0.073
0.618   -0.0130   0.0220   -0.364
0.657   -0.0235   0.0193   -0.802
0.684   -0.0318   0.0170   -1.283
0.728   -0.0464   0.0132   -2.554
