J       CT       CP       eta
0.113   0.0920   0.0449   0.232
0.142   0.0879   0.0444   0.282
0.174   0.0834   0.0439   0.330
0.204   0.0787   0.0432   0.371
0.234   0.0741   0.0425   0.408
0.266   0.0688   0.0417   0.439
0.298   0.0633   0.0407   0.464
0.330   0.0574   0.0395   0.480
0.361   0.0516   0.0383   0.486
0.390   0.0458   0.0371   0.482
0.422   0.0388   0.0355   0.461
0.451   0.0324   0.0340   0.429
0.484   0.0244   0.0320   0.368
0.509   0.0182   0.0306   0.304
0.541   0.0097   0.0284   0.185
0.566   0.0030   0.0265   0.063
0.606   -0.0080   0.0235   -0.207
